product_category,product_subcategory,selling_price,cost_price,discount_percent,advertising_cost,shipping_cost,return_rate,product_rating,season,marketing_channel,competition_level,platform,region,state,city,payment_method,demand,revenue,profit
Toys & Games,Board Games,1746.89,1113.25,40.02,27666.5,228.93,14.88,4.77,Diwali,Influencer,Medium,Meesho,East,West Bengal,Kolkata,Credit Card,5481,5742907.51,-1961586.22
Sports & Fitness,Gym Equipment,1819.09,861.93,44.3,10210.7,104.8,5.02,4.52,Eid,Email Marketing,Medium,Meesho,West,Maharashtra,Mumbai,UPI,2348,2379071.39,67403.45
Fashion,Handbags,1462.42,766.37,15.99,20959.12,135.32,13.64,4.2,Diwali,Organic Search,Medium,Flipkart,East,West Bengal,Kolkata,Credit Card,2960,3636593.96,841960.8
Books,Self-Help,1281.92,583.27,47.82,15127.07,228.35,4.95,2.63,Holi,Social Media,Low,Myntra,West,Maharashtra,Mumbai,UPI,1265,846165.91,-211940.54
Electronics,Accessories,13000.4,9280.34,13.65,11154.49,279.38,6.66,3.98,Eid,Social Media,High,Amazon,North,Delhi,New Delhi,Net Banking,541,6073182.36,801592.18
Beauty & Personal Care,Makeup,1454.8,460.03,22.75,4441.66,318.96,3.03,4.46,Christmas,Email Marketing,Medium,Meesho,East,West Bengal,Kolkata,Credit Card,1251,1405915.08,416552.4
Books,Self-Help,695.08,323.84,35.25,6335.18,345.08,5.56,2.88,Independence Day,Search Ads,Low,Amazon,South,Karnataka,Bengaluru,Debit Card,1079,485619.38,-257688.55
Automotive,Car Accessories,1786.54,801.51,33.49,2173.5,170.46,3.27,3.74,Navratri,Email Marketing,Medium,Flipkart,Central,Rajasthan,Jaipur,Credit Card,1401,1664707.08,287719.16
Home & Kitchen,Cookware,6291.11,3096.36,45.02,29528.43,304.82,8.36,3.07,Regular Season,Organic Search,Low,Amazon,North,Delhi,New Delhi,Credit Card,941,3254779.99,-48144.35
Toys & Games,Puzzles,4631.12,1998.19,8.62,10890.64,171.26,7.67,3.51,Regular Season,Organic Search,Low,Meesho,North,Delhi,New Delhi,UPI,548,2319090.77,1094745.58
Electronics,Accessories,21379.7,15264.91,40.82,19879.74,258.99,5.72,4.64,Regular Season,Social Media,Medium,Myntra,Central,Rajasthan,Jaipur,COD,850,10754630.49,-2652405.28
Books,Competitive Exams,402.93,238.39,29.33,9366.99,62.58,4.85,3.84,Christmas,Affiliate,Low,Meesho,Central,Rajasthan,Jaipur,COD,1849,526503.92,-47507.07
Toys & Games,Action Figures,3405.29,2305.4,37.05,39065.1,220.13,7.92,3.27,Diwali,Search Ads,Medium,Snapdeal,South,Karnataka,Bengaluru,Credit Card,2222,4763145.98,-1008443.74
Electronics,Laptops,11670.76,9207.38,36.96,23631.73,231.84,7.9,4.73,Regular Season,Affiliate,High,Snapdeal,West,Maharashtra,Mumbai,COD,1105,8129758.05,-2535270.58
Sports & Fitness,Sportswear,4582.99,2786.37,16.96,17050.92,169.5,5.14,4.21,Navratri,Social Media,Medium,Flipkart,South,Karnataka,Bengaluru,UPI,1546,5883635.23,1234720.38
Books,Self-Help,858.37,456.9,35.6,38072.91,83.98,5.43,2.55,Raksha Bandhan,Influencer,High,Amazon,South,Karnataka,Bengaluru,UPI,983,543392.85,-34703.37
Sports & Fitness,Sportswear,5862.98,3103.99,35.41,13636.9,305.15,10.13,3.32,Regular Season,Organic Search,High,Meesho,North,Delhi,New Delhi,COD,592,2241844.08,154310.18
Books,Non-Fiction,1290.53,539.5,33.6,31510.26,94.51,2.92,3.52,Raksha Bandhan,Search Ads,Medium,Flipkart,Central,Rajasthan,Jaipur,COD,1955,1675262.8,393865.92
Sports & Fitness,Sportswear,5828.75,3499.72,47.4,7720.95,274.25,5.79,4.29,Independence Day,Email Marketing,High,Flipkart,North,Delhi,New Delhi,UPI,969,2970878.9,-750600.43
Automotive,Helmets,2863.76,1260.9,29.8,14192.64,200.29,12.18,3.11,Holi,Search Ads,High,Amazon,Central,Rajasthan,Jaipur,UPI,707,1421324.18,338301.62
Toys & Games,Action Figures,5021.46,2207.87,35.99,8649.3,209.87,13.83,4.68,Holi,Influencer,Medium,Amazon,South,Karnataka,Bengaluru,COD,1881,6045978.94,1318672.57
Beauty & Personal Care,Haircare,2720.54,1234.64,52.13,15159.1,128.0,6.18,3.2,Dussehra,Email Marketing,Medium,Meesho,South,Karnataka,Bengaluru,UPI,1602,2086320.64,-148682.42
Books,Competitive Exams,926.56,401.11,26.72,14270.47,195.11,3.83,3.57,Raksha Bandhan,Affiliate,Medium,Flipkart,South,Karnataka,Bengaluru,UPI,1167,792373.36,73471.81
Automotive,Car Electronics,4171.11,2881.73,29.94,14848.21,263.86,6.4,4.17,Regular Season,Affiliate,High,Flipkart,East,West Bengal,Kolkata,Net Banking,871,2545305.59,-256865.61
Books,Fiction,1496.02,643.61,6.34,34999.83,168.11,4.88,4.27,Regular Season,Social Media,Low,Flipkart,North,Delhi,New Delhi,Credit Card,1409,1974251.82,778695.43
Sports & Fitness,Gym Equipment,4405.89,2402.0,11.38,29180.65,167.73,7.62,3.88,Regular Season,Influencer,High,Flipkart,Central,Rajasthan,Jaipur,Credit Card,551,2151379.34,677543.57
Electronics,Smartwatches,12396.42,8968.24,54.56,15017.83,121.2,5.2,3.67,Regular Season,Social Media,Medium,Meesho,Central,Rajasthan,Jaipur,COD,793,4466916.07,-2850980.17
Books,Self-Help,288.75,117.56,43.48,19409.95,322.01,3.26,2.52,Raksha Bandhan,Social Media,High,Flipkart,West,Maharashtra,Mumbai,UPI,1099,179358.45,-329960.29
Automotive,Car Accessories,1697.33,1111.17,39.57,10369.99,325.41,13.82,3.08,Navratri,Organic Search,Medium,Amazon,North,Delhi,New Delhi,UPI,1409,1445206.4,-675080.16
Sports & Fitness,Yoga Mats,627.47,271.24,35.67,5312.16,274.65,12.4,2.93,Republic Day,Affiliate,Medium,Amazon,South,Karnataka,Bengaluru,UPI,937,378221.41,-162423.91
Fashion,Footwear,3311.11,1520.51,40.62,26168.64,176.41,15.67,2.7,Eid,Email Marketing,Low,Amazon,West,Maharashtra,Mumbai,UPI,1305,2565808.94,229388.75
Sports & Fitness,Sportswear,4349.77,2715.71,31.96,16132.4,177.44,4.66,4.7,Christmas,Organic Search,Medium,Amazon,Central,Rajasthan,Jaipur,UPI,1994,5901409.51,45005.9
Toys & Games,Puzzles,4534.87,2193.47,23.31,36635.31,93.15,12.03,3.42,Republic Day,Influencer,Low,Myntra,South,Karnataka,Bengaluru,COD,1251,4350717.55,1363984.57
Beauty & Personal Care,Fragrances,2034.45,804.81,52.45,23810.6,188.56,4.63,3.85,Regular Season,Influencer,Medium,Amazon,South,Karnataka,Bengaluru,UPI,1275,1233410.74,-74389.68
Fashion,Watches,1151.42,504.71,33.38,38116.35,56.28,20.7,4.59,Regular Season,Email Marketing,Low,Meesho,South,Karnataka,Bengaluru,UPI,2156,1653815.86,337334.4
Toys & Games,Dolls,805.42,510.19,50.69,25955.33,242.85,10.62,3.95,Diwali,Influencer,High,Amazon,East,West Bengal,Kolkata,UPI,3692,1466287.41,-1437511.33
Toys & Games,Educational Toys,2061.47,1218.85,54.01,4616.04,297.62,10.56,2.85,Holi,Email Marketing,High,Myntra,South,Karnataka,Bengaluru,Credit Card,741,702519.91,-461288.35
Toys & Games,Puzzles,2284.19,1173.43,24.88,13129.65,166.35,8.28,3.6,Eid,Social Media,High,Flipkart,Central,Rajasthan,Jaipur,COD,881,1511693.39,290750.72
Electronics,Smartwatches,18108.2,13295.06,22.5,17407.63,93.73,11.26,4.77,Christmas,Organic Search,Medium,Meesho,South,Karnataka,Bengaluru,UPI,997,13991753.44,247327.84
Toys & Games,Action Figures,3696.3,1528.69,35.29,30835.32,316.25,7.4,3.96,Diwali,Influencer,Medium,Flipkart,South,Karnataka,Bengaluru,COD,2384,5702231.74,1177742.34
Electronics,Laptops,19559.86,16035.63,17.69,32212.06,102.37,8.72,4.65,Holi,Email Marketing,Medium,Snapdeal,North,Delhi,New Delhi,UPI,1064,17130102.9,-449639.79
Toys & Games,Educational Toys,1156.12,588.27,51.56,32300.54,240.32,12.12,4.42,Independence Day,Social Media,High,Amazon,West,Maharashtra,Mumbai,Debit Card,2500,1400061.32,-784684.15
Home & Kitchen,Storage,7346.13,4258.32,10.08,35608.5,80.57,5.35,4.22,Holi,Email Marketing,Medium,Amazon,South,Karnataka,Bengaluru,UPI,1052,6949133.38,2286828.59
Automotive,Car Electronics,2889.8,1318.45,30.47,28413.76,178.6,7.27,2.93,Regular Season,Search Ads,High,Myntra,East,West Bengal,Kolkata,Credit Card,553,1111130.7,238006.71
Fashion,Handbags,1197.04,583.13,53.2,33080.36,307.31,27.92,4.23,Navratri,Influencer,Medium,Snapdeal,North,Delhi,New Delhi,UPI,3817,2138339.59,-1612662.71
Home & Kitchen,Kitchen Appliances,2471.39,1114.61,31.15,12744.87,74.27,12.76,2.56,Diwali,Search Ads,Low,Meesho,West,Maharashtra,Mumbai,Credit Card,1194,2031653.11,551273.9
Toys & Games,Dolls,4548.95,3064.67,13.02,23922.3,344.46,14.37,3.31,Regular Season,Affiliate,Medium,Amazon,Central,Rajasthan,Jaipur,COD,427,1689500.96,152300.17
Fashion,Men's Apparel,3997.0,2188.93,50.01,36988.08,268.05,19.86,3.43,Regular Season,Social Media,Medium,Myntra,West,Maharashtra,Mumbai,UPI,1295,2587539.89,-806447.86
Fashion,Women's Ethnic Wear,2162.37,868.58,52.07,38545.6,234.47,16.84,2.76,Regular Season,Search Ads,High,Amazon,West,Maharashtra,Mumbai,UPI,707,732751.73,-125461.1
Books,Competitive Exams,784.47,444.95,51.56,38259.59,71.1,2.99,3.24,Navratri,Social Media,High,Myntra,North,Delhi,New Delhi,UPI,2475,940493.24,-385852.74
Beauty & Personal Care,Skincare,1139.12,479.62,43.89,18211.68,173.6,7.83,4.52,Regular Season,Email Marketing,Medium,Flipkart,Central,Rajasthan,Jaipur,COD,2044,1306443.51,-80031.99
Home & Kitchen,Kitchen Appliances,2046.88,1209.41,37.85,20282.68,196.44,12.57,4.62,Independence Day,Influencer,High,Amazon,North,Delhi,New Delhi,Credit Card,1728,2198250.87,-338348.8
Beauty & Personal Care,Makeup,1322.87,618.73,23.94,2103.21,179.41,4.71,3.87,Holi,Influencer,Medium,Flipkart,North,Delhi,New Delhi,UPI,1276,1283879.2,248661.76
Fashion,Footwear,954.95,360.52,24.35,39721.44,59.23,20.78,3.65,Dussehra,Affiliate,Medium,Flipkart,East,West Bengal,Kolkata,Credit Card,2148,1551757.46,556964.31
Electronics,Accessories,16221.71,12508.71,42.01,24138.97,293.88,8.48,4.09,Navratri,Email Marketing,Medium,Amazon,South,Karnataka,Bengaluru,UPI,1556,14637244.74,-5739740.15
Fashion,Footwear,1293.03,475.04,53.06,38190.08,225.31,12.63,3.12,Navratri,Search Ads,Medium,Amazon,North,Delhi,New Delhi,UPI,2550,1547718.12,-350895.13
Beauty & Personal Care,Makeup,2665.97,960.31,13.5,32521.53,168.34,7.67,3.84,Christmas,Organic Search,High,Flipkart,West,Maharashtra,Mumbai,COD,774,1784893.57,859547.73
Home & Kitchen,Home Decor,1733.85,809.45,9.35,30409.55,45.87,12.66,3.19,Diwali,Organic Search,Medium,Meesho,Central,Rajasthan,Jaipur,UPI,1446,2272728.85,964282.81
Toys & Games,Puzzles,2175.79,1013.08,6.65,32291.96,94.78,3.19,4.33,Christmas,Email Marketing,Medium,Amazon,South,Karnataka,Bengaluru,UPI,1338,2717611.75,1190170.28
Books,Fiction,1110.13,577.23,43.28,39235.22,63.93,5.32,3.02,Navratri,Search Ads,Medium,Flipkart,North,Delhi,New Delhi,UPI,2042,1285777.43,-81855.77
Books,Self-Help,900.55,479.98,15.35,19009.42,171.67,4.1,3.68,Eid,Organic Search,High,Amazon,East,West Bengal,Kolkata,UPI,1264,963566.89,110204.94
Books,Non-Fiction,723.33,377.05,54.55,26357.43,160.59,5.25,4.54,Diwali,Influencer,Medium,Myntra,South,Karnataka,Bengaluru,UPI,5664,1862059.74,-1261397.07
Toys & Games,Board Games,486.19,280.56,48.81,23384.31,111.48,4.2,3.02,Holi,Organic Search,Medium,Meesho,South,Karnataka,Bengaluru,COD,2156,536586.71,-343434.53
Books,Fiction,1459.41,645.88,51.49,29317.51,144.78,1.79,2.69,Holi,Social Media,Medium,Amazon,Central,Rajasthan,Jaipur,UPI,1480,1047780.49,-157909.24
Home & Kitchen,Home Decor,2068.13,1082.0,33.07,10491.12,324.33,12.57,4.83,Navratri,Influencer,Medium,Flipkart,Central,Rajasthan,Jaipur,UPI,3320,4595542.04,-264526.17
Toys & Games,Dolls,3110.99,1418.97,38.68,30603.31,66.95,3.91,3.28,Holi,Search Ads,High,Meesho,Central,Rajasthan,Jaipur,Net Banking,1001,1909566.73,376363.02
Books,Children Books,986.16,404.46,36.11,13419.06,292.16,4.82,2.52,Independence Day,Search Ads,Medium,Amazon,Central,Rajasthan,Jaipur,Credit Card,748,471283.1,-72119.99
Toys & Games,Action Figures,2543.76,1688.71,13.08,24901.63,98.1,14.58,3.83,Eid,Social Media,Medium,Amazon,North,Delhi,New Delhi,Net Banking,1092,2414451.52,363327.54
Beauty & Personal Care,Haircare,498.48,215.55,35.69,31008.88,224.67,4.71,4.47,Regular Season,Search Ads,Medium,Meesho,West,Maharashtra,Mumbai,COD,2398,768732.83,-336697.74
Automotive,Helmets,2510.71,1490.06,27.12,22609.98,152.24,6.93,3.28,Diwali,Social Media,Low,Meesho,West,Maharashtra,Mumbai,Net Banking,2465,4510470.43,362953.1
Automotive,Car Electronics,4739.75,2874.07,10.88,24213.13,136.03,6.53,4.21,Eid,Search Ads,Medium,Flipkart,North,Delhi,New Delhi,UPI,1477,6238944.3,1692953.9
Home & Kitchen,Home Decor,4199.61,2223.71,6.16,33153.75,199.73,12.74,4.01,Independence Day,Organic Search,Medium,Amazon,West,Maharashtra,Mumbai,UPI,971,3826627.52,1359188.46
Sports & Fitness,Yoga Mats,5740.32,3389.6,35.5,33302.98,165.76,6.08,2.94,Independence Day,Influencer,Medium,Snapdeal,Central,Rajasthan,Jaipur,Net Banking,934,3458140.98,51303.76
Electronics,Smartwatches,15672.7,12634.69,36.24,17556.06,324.56,4.79,3.95,Navratri,Influencer,Medium,Flipkart,West,Maharashtra,Mumbai,Credit Card,964,9633168.63,-3030451.4
Books,Competitive Exams,1284.28,654.68,42.5,30533.94,157.87,2.14,3.33,Regular Season,Influencer,Medium,Flipkart,North,Delhi,New Delhi,UPI,1166,861045.53,-122975.29
Electronics,Smartwatches,7666.67,6089.14,7.3,559.26,282.65,10.25,3.64,Diwali,Affiliate,Medium,Meesho,West,Maharashtra,Mumbai,COD,666,4733264.06,375526.32
Toys & Games,Educational Toys,1512.11,614.66,32.41,25789.59,42.3,3.07,4.34,Navratri,Social Media,Medium,Myntra,West,Maharashtra,Mumbai,UPI,3108,3176485.24,1092183.89
Electronics,Headphones,12380.52,10054.38,12.66,17049.37,223.99,11.52,2.74,Holi,Search Ads,Medium,Amazon,East,West Bengal,Kolkata,UPI,438,4736158.02,84701.62
Home & Kitchen,Bedding,5193.03,2648.28,27.55,38011.59,137.5,5.93,2.8,Christmas,Organic Search,High,Myntra,West,Maharashtra,Mumbai,Credit Card,619,2328894.8,539659.4
Home & Kitchen,Cookware,6017.08,3459.17,5.13,3354.85,46.87,7.41,3.17,Independence Day,Organic Search,Medium,Snapdeal,South,Karnataka,Bengaluru,UPI,321,1832397.62,682476.46
Fashion,Watches,2286.59,815.29,20.4,5744.45,41.72,24.05,3.28,Diwali,Social Media,Low,Snapdeal,South,Karnataka,Bengaluru,COD,1260,2293358.31,1139695.72
Automotive,Riding Gear,3017.35,2054.35,22.12,19840.83,218.52,8.2,2.93,Diwali,Search Ads,Medium,Meesho,West,Maharashtra,Mumbai,UPI,1148,2697699.18,9971.22
Books,Self-Help,218.98,98.61,29.59,18891.36,145.3,4.15,2.81,Navratri,Social Media,Medium,Meesho,North,Delhi,New Delhi,COD,1383,213236.22,-148567.3
Fashion,Watches,3608.74,1748.8,18.99,37911.66,68.86,12.42,4.7,Eid,Affiliate,Medium,Myntra,Central,Rajasthan,Jaipur,Credit Card,2032,5940430.64,2090006.52
Electronics,Smartphones,19441.93,16224.3,52.77,13620.02,61.16,5.59,3.35,Independence Day,Influencer,Medium,Meesho,Central,Rajasthan,Jaipur,UPI,695,6381784.36,-5108998.95
Sports & Fitness,Supplements,1350.52,795.13,25.1,17703.24,201.46,10.4,4.5,Diwali,Influencer,High,Amazon,North,Delhi,New Delhi,UPI,2697,2728121.98,-61394.15
Fashion,Watches,562.07,240.18,46.91,10952.27,329.73,23.69,3.25,Regular Season,Organic Search,Medium,Amazon,West,Maharashtra,Mumbai,Debit Card,1047,312427.9,-351005.53
Fashion,Men's Apparel,3777.71,1374.54,19.96,26471.67,242.18,27.66,4.03,Raksha Bandhan,Affiliate,Medium,Flipkart,South,Karnataka,Bengaluru,Debit Card,1511,4568779.1,1905215.14
Home & Kitchen,Bedding,5556.53,3365.14,8.88,37980.62,42.76,8.96,3.43,Navratri,Organic Search,Low,Flipkart,West,Maharashtra,Mumbai,Credit Card,1061,5371959.85,1636187.56
Sports & Fitness,Gym Equipment,2743.64,1422.81,35.82,33700.37,299.8,10.15,3.07,Christmas,Social Media,Medium,Amazon,West,Maharashtra,Mumbai,UPI,1137,2002107.09,-48550.16
Toys & Games,Dolls,1475.41,917.96,31.1,28269.99,149.15,9.88,4.64,Republic Day,Search Ads,Low,Amazon,North,Delhi,New Delhi,Debit Card,2911,2959198.85,-262879.51
Electronics,Smartphones,14926.73,11127.04,33.54,14173.47,61.68,11.58,4.63,Christmas,Social Media,High,Flipkart,West,Maharashtra,Mumbai,Credit Card,701,6954133.64,-1131647.61
Fashion,Women's Ethnic Wear,2015.4,913.46,46.76,8245.4,304.9,21.25,3.69,Republic Day,Affiliate,High,Myntra,North,Delhi,New Delhi,Credit Card,1195,1282233.76,-278655.05
Sports & Fitness,Yoga Mats,1860.61,946.62,33.48,6494.26,316.71,3.86,4.28,Independence Day,Search Ads,Medium,Amazon,South,Karnataka,Bengaluru,Net Banking,1511,1870131.11,-68293.58
Automotive,Cleaning Care,1783.54,1166.77,21.55,39251.31,238.08,6.66,2.95,Dussehra,Organic Search,Medium,Myntra,West,Maharashtra,Mumbai,UPI,1365,1909890.43,-84320.41
Books,Competitive Exams,780.8,379.59,13.96,32838.08,101.54,5.55,3.08,Regular Season,Social Media,Medium,Myntra,East,West Bengal,Kolkata,UPI,935,628133.3,137879.62
Sports & Fitness,Sportswear,4505.21,2707.98,46.81,15425.45,80.11,3.3,2.6,Christmas,Social Media,High,Amazon,South,Karnataka,Bengaluru,UPI,628,1504889.71,-276316.4
Automotive,Helmets,2909.37,1363.27,25.86,13055.16,131.96,10.38,4.53,Diwali,Organic Search,High,Meesho,Central,Rajasthan,Jaipur,UPI,2248,4848951.55,1379696.25
Electronics,Accessories,12382.81,8217.86,26.27,30565.35,235.95,11.27,3.83,Christmas,Influencer,Low,Snapdeal,North,Delhi,New Delhi,UPI,1286,11740981.72,523960.2
Sports & Fitness,Gym Equipment,4224.96,2851.81,29.94,25020.39,50.24,13.73,3.63,Regular Season,Influencer,Medium,Amazon,East,West Bengal,Kolkata,Credit Card,817,2418325.7,-60462.16
Automotive,Car Accessories,4767.33,2425.74,16.87,38492.82,64.2,12.53,4.79,Diwali,Social Media,Low,Flipkart,South,Karnataka,Bengaluru,UPI,3435,13613184.71,4746919.01
Sports & Fitness,Gym Equipment,3313.73,1548.14,39.38,33573.19,181.07,9.49,4.68,Republic Day,Email Marketing,High,Myntra,East,West Bengal,Kolkata,COD,1944,3905074.4,421812.18
Sports & Fitness,Cycles,933.21,528.02,6.85,14008.96,335.8,3.39,4.88,Regular Season,Social Media,Medium,Amazon,South,Karnataka,Bengaluru,UPI,1255,1090952.82,-19909.55
Books,Self-Help,1116.05,594.44,54.95,36379.86,111.58,5.1,2.51,Navratri,Search Ads,Medium,Amazon,North,Delhi,New Delhi,UPI,1408,707914.98,-337218.6
Automotive,Car Accessories,1340.65,625.27,21.27,18192.69,65.15,11.04,4.73,Holi,Search Ads,Medium,Amazon,West,Maharashtra,Mumbai,UPI,2310,2438190.55,776955.54
Automotive,Car Accessories,5258.88,2493.85,18.56,9314.83,154.63,8.61,3.97,Christmas,Social Media,Medium,Amazon,South,Karnataka,Bengaluru,UPI,1029,4407034.0,1610346.54
Fashion,Handbags,1715.87,692.4,51.07,25954.21,341.55,25.2,4.23,Christmas,Social Media,Low,Amazon,North,Delhi,New Delhi,UPI,2679,2249221.94,-778837.08
Electronics,Smartphones,15871.37,12259.04,14.87,27260.54,217.01,10.22,4.59,Regular Season,Email Marketing,Medium,Amazon,Central,Rajasthan,Jaipur,UPI,604,8160823.56,402146.98
Books,Self-Help,808.81,341.34,6.62,32216.98,142.77,5.43,4.36,Eid,Organic Search,Low,Snapdeal,South,Karnataka,Bengaluru,Credit Card,2400,1812640.27,598135.54
Sports & Fitness,Supplements,2456.42,1559.55,10.01,38631.55,271.1,10.97,3.93,Regular Season,Email Marketing,Medium,Amazon,South,Karnataka,Bengaluru,Credit Card,1004,2219374.49,284899.28
Sports & Fitness,Yoga Mats,4862.26,3230.93,21.25,11189.69,106.08,10.84,3.49,Diwali,Email Marketing,Low,Amazon,West,Maharashtra,Mumbai,UPI,1759,6735263.33,690144.74
Fashion,Women's Ethnic Wear,547.65,269.2,7.88,35209.35,155.4,19.43,4.66,Regular Season,Organic Search,Low,Flipkart,Central,Rajasthan,Jaipur,Credit Card,2343,1182032.21,85974.55
Electronics,Accessories,5657.61,4061.35,44.01,22650.2,205.88,6.01,4.86,Holi,Search Ads,Low,Myntra,North,Delhi,New Delhi,UPI,2642,8369052.41,-3105184.25
Home & Kitchen,Cookware,3740.46,2160.87,15.04,11512.98,321.62,4.46,3.15,Diwali,Organic Search,Low,Amazon,North,Delhi,New Delhi,Credit Card,1339,4255201.16,877769.13
Books,Non-Fiction,980.88,393.89,38.3,13295.99,300.73,2.14,3.13,Diwali,Organic Search,Low,Amazon,East,West Bengal,Kolkata,COD,2333,1411938.51,-234329.45
Fashion,Footwear,2095.56,998.86,32.13,12034.93,262.32,18.16,2.73,Eid,Email Marketing,Medium,Amazon,East,West Bengal,Kolkata,COD,967,1375322.11,76841.73
Electronics,Smartphones,8081.42,5486.6,31.0,7036.72,192.52,9.17,2.74,Raksha Bandhan,Organic Search,Low,Flipkart,East,West Bengal,Kolkata,UPI,555,3094779.79,-138875.61
Books,Self-Help,155.54,77.77,41.07,9292.13,349.73,1.64,3.09,Raksha Bandhan,Email Marketing,Medium,Snapdeal,West,Maharashtra,Mumbai,UPI,1633,149680.33,-562923.09
Sports & Fitness,Sportswear,2144.2,1126.51,36.61,9628.89,268.95,10.15,3.09,Christmas,Social Media,Medium,Flipkart,North,Delhi,New Delhi,Credit Card,1131,1537264.68,-98396.58
Electronics,Accessories,1661.25,1235.95,8.94,32299.42,98.97,3.54,4.6,Holi,Affiliate,Medium,Amazon,West,Maharashtra,Mumbai,UPI,2280,3449034.09,344184.04
Electronics,Smartphones,5512.98,4159.11,50.81,31319.07,212.66,8.87,4.18,Regular Season,Social Media,Medium,Amazon,Central,Rajasthan,Jaipur,Debit Card,1643,4455544.68,-2925619.45
Toys & Games,Puzzles,3053.27,1990.84,22.22,8673.87,174.41,12.17,3.79,Eid,Affiliate,Low,Amazon,West,Maharashtra,Mumbai,COD,1265,3004164.26,166401.18
Electronics,Laptops,22441.64,18417.99,27.52,8315.63,313.25,11.9,4.77,Christmas,Email Marketing,Low,Meesho,West,Maharashtra,Mumbai,UPI,1128,18347710.36,-3428538.99
Home & Kitchen,Kitchen Appliances,2836.68,1332.16,32.27,11977.72,315.01,11.02,3.4,Navratri,Social Media,Medium,Amazon,South,Karnataka,Bengaluru,UPI,1364,2620630.51,288177.72
Electronics,Smartphones,6261.13,5069.45,50.24,32161.18,45.78,5.77,3.78,Independence Day,Search Ads,High,Flipkart,East,West Bengal,Kolkata,UPI,1321,4115626.08,-2772099.17
Home & Kitchen,Cookware,2876.93,1311.7,13.61,37865.54,246.43,5.29,4.78,Diwali,Email Marketing,Medium,Flipkart,West,Maharashtra,Mumbai,UPI,3111,7732016.64,2772563.7
Sports & Fitness,Sportswear,2822.67,1582.72,34.51,14207.49,77.46,13.81,4.64,Eid,Organic Search,Medium,Amazon,South,Karnataka,Bengaluru,Debit Card,2615,4834001.61,321544.29
Home & Kitchen,Cookware,3468.24,1578.5,21.51,18773.37,154.61,13.38,4.68,Regular Season,Email Marketing,Medium,Flipkart,South,Karnataka,Bengaluru,Net Banking,1066,2901888.2,968307.82
Books,Fiction,1173.92,672.86,42.97,28949.2,195.24,3.66,3.48,Regular Season,Social Media,High,Flipkart,North,Delhi,New Delhi,UPI,1086,727062.42,-255209.68
Sports & Fitness,Sportswear,3462.18,1536.92,13.73,15354.3,96.12,10.52,3.86,Navratri,Affiliate,High,Myntra,Central,Rajasthan,Jaipur,UPI,921,2750863.69,1189595.32
Sports & Fitness,Sportswear,4913.69,3415.17,47.91,7889.32,92.17,9.06,4.01,Diwali,Influencer,Low,Meesho,East,West Bengal,Kolkata,Credit Card,2277,5828075.13,-2351668.68
